text,label,domain,timestamp,clean_text,tokens,joined_tokens,vader_compound,vader_pos,vader_neu,vader_neg,cluster
My itinerary was found at the airport and I need assistance.,neutral,travel,2025-08-12 09:58:20.325185,My itinerary was found at the airport and I need assistance.,"['itinerary', 'found', 'airport', 'need', 'assistance']",itinerary found airport need assistance,0.0,0.0,1.0,0.0,1
I have a disappointing itinerary at the Grand Hyatt that I need to get a itinerary for.,negative,travel,2025-08-11 22:10:32.446700,I have a disappointing itinerary at the Grand Hyatt that I need to get a itinerary for.,"['disappointing', 'itinerary', 'grand', 'hyatt', 'need', 'get', 'itinerary']",disappointing itinerary grand hyatt need get itinerary,-0.0516,0.142,0.708,0.151,3
The airline rescheduled my seat and offered a wonderful travel seat.,positive,travel,2025-08-12 17:10:44.568215,The airline rescheduled my seat and offered a wonderful travel seat.,"['airline', 'rescheduled', 'seat', 'offered', 'wonderful', 'travel', 'seat']",airline rescheduled seat offered wonderful travel seat,0.5719,0.27,0.73,0.0,4
My reservation was booked at the airport and I need assistance....,neutral,travel,2025-08-11 23:26:56.689730,My reservation was booked at the airport and I need assistance.,"['reservation', 'booked', 'airport', 'need', 'assistance']",reservation booked airport need assistance,0.0,0.0,1.0,0.0,1
The hotel process was disappointing and the staff were very helpful.,negative,travel,2025-08-12 03:26:08.811246,The hotel process was disappointing and the staff were very helpful.,"['hotel', 'process', 'disappointing', 'staff', 'helpful']",hotel process disappointing staff helpful,-0.0276,0.202,0.589,0.209,5
The reservation process was overbooked and the staff were very helpful.,negative,travel,2025-08-12 03:49:20.932761,The reservation process was overbooked and the staff were very helpful.,"['reservation', 'process', 'overbooked', 'staff', 'helpful']",reservation process overbooked staff helpful,0.4754,0.236,0.764,0.0,5
I want to confirm my hotel for the scenic hotel to Paris.,neutral,travel,2025-08-12 00:48:33.054276,I want to confirm my hotel for the scenic hotel to Paris.,"['want', 'confirm', 'hotel', 'scenic', 'hotel', 'paris']",want confirm hotel scenic hotel paris,0.0772,0.106,0.894,0.0,2
I have a scenic check-in at the Grand Hyatt that I need to get a check-in for.,neutral,travel,2025-08-12 16:17:45.175791,I have a scenic check-in at the Grand Hyatt that I need to get a check-in for.,"['scenic', 'check-in', 'grand', 'hyatt', 'need', 'get', 'check-in']",scenic check-in grand hyatt need get check-in,0.4588,0.158,0.842,0.0,3
My refund was confirmed at the airport and I need assistance.,positive,travel,2025-08-12 16:37:57.297306,My refund was confirmed at the airport and I need assistance.,"['refund', 'confirmed', 'airport', 'need', 'assistance']",refund confirmed airport need assistance,0.0,0.0,1.0,0.0,1
My reservation was lost at the airport and I need assistance....,negative,travel,2025-08-11 21:39:09.418821,My reservation was lost at the airport and I need assistance.,"['reservation', 'lost', 'airport', 'need', 'assistance']",reservation lost airport need assistance,-0.3182,0.0,0.813,0.187,1
The booking process was convenient and the staff were very helpful.,positive,travel,2025-08-12 08:05:21.540337,The booking process was convenient and the staff were very helpful.,"['booking', 'process', 'convenient', 'staff', 'helpful']",booking process convenient staff helpful,0.4754,0.236,0.764,0.0,5
My booking was upgraded at the airport and I need assistance.,positive,travel,2025-08-12 13:55:33.661852,My booking was upgraded at the airport and I need assistance.,"['booking', 'upgraded', 'airport', 'need', 'assistance']",booking upgraded airport need assistance,0.0,0.0,1.0,0.0,1
Our check-in to Tokyo was lost and the experience was terrible.,negative,travel,2025-08-12 19:49:45.783367,Our check-in to Tokyo was lost and the experience was terrible.,"['check-in', 'tokyo', 'lost', 'experience', 'terrible']",check-in tokyo lost experience terrible,-0.6597,0.0,0.625,0.375,0
Our booking to Dubai was lost and the experience was overbooked. ?!?,neutral,travel,2025-08-12 04:34:57.904882,Our booking to Dubai was lost and the experience was overbooked. ?,"['booking', 'dubai', 'lost', 'experience', 'overbooked']",booking dubai lost experience overbooked,-0.3182,0.0,0.827,0.173,0
I have a disappointing hotel at the Grand Hyatt that I need to get a hotel for.,neutral,travel,2025-08-12 17:36:10.026397,I have a disappointing hotel at the Grand Hyatt that I need to get a hotel for.,"['disappointing', 'hotel', 'grand', 'hyatt', 'need', 'get', 'hotel']",disappointing hotel grand hyatt need get hotel,-0.0516,0.142,0.708,0.151,3
[REF-2361] I want to confirm my flight for the scenic flight to Paris.,negative,travel,2025-08-12 18:38:22.147913,[REF-2361] I want to confirm my flight for the scenic flight to Paris.,"['ref-2361', 'want', 'confirm', 'flight', 'scenic', 'flight', 'paris']",ref-2361 want confirm flight scenic flight paris,0.0772,0.098,0.902,0.0,2
The reservation process was overbooked and the staff were very helpful.,neutral,travel,2025-08-12 04:30:34.269428,The reservation process was overbooked and the staff were very helpful.,"['reservation', 'process', 'overbooked', 'staff', 'helpful']",reservation process overbooked staff helpful,0.4754,0.236,0.764,0.0,5
The che you know ck-in process was overbooked and the staff were very helpful.,negative,travel,2025-08-12 12:04:46.390943,The che you know ck-in process was overbooked and the staff were very helpful.,"['che', 'know', 'ck-in', 'process', 'overbooked', 'staff', 'helpful']",che know ck-in process overbooked staff helpful,0.4754,0.192,0.808,0.0,5
I want to confirm my booking for the wonderful booking to Paris.,positive,travel,2025-08-12 15:57:58.512458,I want to confirm my booking for the wonderful booking to Paris.,"['want', 'confirm', 'booking', 'wonderful', 'booking', 'paris']",want confirm booking wonderful booking paris,0.6124,0.333,0.667,0.0,2
The itinerary process was disappointing and the staff were very helpful.,neutral,travel,2025-08-12 05:46:10.633973,The itinerary process was disappointing and the staff were very helpful.,"['itinerary', 'process', 'disappointing', 'staff', 'helpful']",itinerary process disappointing staff helpful,-0.0276,0.202,0.589,0.209,5
I want to confirm my booking for the wonderful booking to Paris.,positive,travel,2025-08-12 16:26:22.755489,I want to confirm my booking for the wonderful booking to Paris.,"['want', 'confirm', 'booking', 'wonderful', 'booking', 'paris']",want confirm booking wonderful booking paris,0.6124,0.333,0.667,0.0,2
I want to confirm my destination for the scenic destination to Paris.,neutral,travel,2025-08-12 14:46:34.877004,I want to confirm my destination for the scenic destination to Paris.,"['want', 'confirm', 'destination', 'scenic', 'destination', 'paris']",want confirm destination scenic destination paris,0.0772,0.106,0.894,0.0,2
My reservation wa you know s cancelled at the airport and I need assistance.,neutral,travel,2025-08-12 15:57:46.998519,My reservation wa you know s cancelled at the airport and I need assistance.,"['reservation', 'wa', 'know', 'cancelled', 'airport', 'need', 'assistance']",reservation wa know cancelled airport need assistance,-0.25,0.0,0.867,0.133,1
Our destination to New York was enjoyed and the experience was first-class.,positive,travel,2025-08-12 07:50:59.120034,Our destination to New York was enjoyed and the experience was first-class.,"['destination', 'new', 'york', 'enjoyed', 'experience', 'first-class']",destination new york enjoyed experience first-class,0.5106,0.231,0.769,0.0,0
I want to confirm my seat for the disappointing seat to Paris. (ticket:633599),neutral,travel,2025-08-12 06:32:11.241549,I want to confirm my seat for the disappointing seat to Paris. (ticket:633599),"['want', 'confirm', 'seat', 'disappointing', 'seat', 'paris', 'ticket:633599']",want confirm seat disappointing seat paris ticket:633599,-0.4404,0.084,0.71,0.206,2
I have a overbooked check-in at the Grand Hyatt that I need to get a check-in for.!!!,neutral,travel,2025-08-12 10:12:23.363064,I have a overbooked check-in at the Grand Hyatt that I need to get a check-in for!,"['overbooked', 'check-in', 'grand', 'hyatt', 'need', 'get', 'check-in']",overbooked check-in grand hyatt need get check-in,0.5093,0.171,0.829,0.0,3
My destination was cancelled at the airport and I need a like ssistance.,negative,travel,2025-08-12 08:39:35.484580,My destination was cancelled at the airport and I need a like ssistance.,"['destination', 'cancelled', 'airport', 'need', 'like', 'ssistance']",destination cancelled airport need like ssistance,0.128,0.161,0.71,0.129,1
My destination was confirmed at the airport and I need assistance.,positive,travel,2025-08-12 23:27:47.606095,My destination was confirmed at the airport and I need assistance.,"['destination', 'confirmed', 'airport', 'need', 'assistance']",destination confirmed airport need assistance,0.0,0.0,1.0,0.0,1
MY HOTEL WAS ENJOYED AT THE AIRPORT AND I NEED ASSISTANCE.,positive,travel,2025-08-13 01:32:59.727610,MY HOTEL WAS ENJOYED AT THE AIRPORT AND I NEED ASSISTANCE.,"['hotel', 'enjoyed', 'airport', 'need', 'assistance']",hotel enjoyed airport need assistance,0.5106,0.248,0.752,0.0,1
Our luggage to Rome was lost and the experience was terrible.,negative,travel,2025-08-12 04:12:11.849125,Our luggage to Rome was lost and the experience was terrible.,"['luggage', 'rome', 'lost', 'experience', 'terrible']",luggage rome lost experience terrible,-0.6597,0.0,0.625,0.375,0
The airline rescheduled my destination and offered a scenic travel destination.,neutral,travel,2025-08-12 15:32:23.970640,The airline rescheduled my destination and offered a scenic travel destination.,"['airline', 'rescheduled', 'destination', 'offered', 'scenic', 'travel', 'destination']",airline rescheduled destination offered scenic travel destination,0.0,0.0,1.0,0.0,4
Our check-in to New York wa ... s booked and the experience was wonderful.,positive,travel,2025-08-12 19:42:36.092156,Our check-in to New York wa . s booked and the experience was wonderful.,"['check-in', 'new', 'york', 'wa', 'booked', 'experience', 'wonderful']",check-in new york wa booked experience wonderful,0.5719,0.222,0.778,0.0,0
I want to confirm my booking for the scenic booking to Paris.,negative,travel,2025-08-12 09:15:48.213671,I want to confirm my booking for the scenic booking to Paris.,"['want', 'confirm', 'booking', 'scenic', 'booking', 'paris']",want confirm booking scenic booking paris,0.0772,0.106,0.894,0.0,2
I want to confirm my luggage for the non-refundable luggage to Paris.,negative,travel,2025-08-12 08:34:00.335186,I want to confirm my luggage for the non-refundable luggage to Paris.,"['want', 'confirm', 'luggage', 'non-refundable', 'luggage', 'paris']",want confirm luggage non-refundable luggage paris,0.0772,0.106,0.894,0.0,2
The airline rescheduled my luggage and offered a non-refundable travel luggage.,neutral,travel,2025-08-12 04:58:12.456701,The airline rescheduled my luggage and offered a non-refundable travel luggage.,"['airline', 'rescheduled', 'luggage', 'offered', 'non-refundable', 'travel', 'luggage']",airline rescheduled luggage offered non-refundable travel luggage,0.0,0.0,1.0,0.0,4
I want to confirm my seat for the non-refundable seat to Paris.,negative,travel,2025-08-12 23:53:24.578216,I want to confirm my seat for the non-refundable seat to Paris.,"['want', 'confirm', 'seat', 'non-refundable', 'seat', 'paris']",want confirm seat non-refundable seat paris,0.0772,0.106,0.894,0.0,2
My seat was lost at the airport and I need assistance. you know !!!,neutral,travel,2025-08-12 13:05:36.699732,My seat was lost at the airport and I need assistance. you know !,"['seat', 'lost', 'airport', 'need', 'assistance', 'know']",seat lost airport need assistance know,-0.3802,0.0,0.834,0.166,1
The check-in process was disappointing and the staff were very helpful.,neutral,travel,2025-08-12 22:45:48.821247,The check-in process was disappointing and the staff were very helpful.,"['check-in', 'process', 'disappointing', 'staff', 'helpful']",check-in process disappointing staff helpful,-0.0276,0.202,0.589,0.209,5
My reservation was confirmed at the airport and I need assistance.,positive,travel,2025-08-13 01:13:00.942762,My reservation was confirmed at the airport and I need assistance.,"['reservation', 'confirmed', 'airport', 'need', 'assistance']",reservation confirmed airport need assistance,0.0,0.0,1.0,0.0,1
The airline delayed my luggage and offered a non-refundable travel luggage.,negative,travel,2025-08-12 20:27:13.064277,The airline delayed my luggage and offered a non-refundable travel luggage.,"['airline', 'delayed', 'luggage', 'offered', 'non-refundable', 'travel', 'luggage']",airline delayed luggage offered non-refundable travel luggage,-0.2263,0.0,0.84,0.16,4
I have a first-class reservation at the Grand Hyatt that I need to get a reservation for.,positive,travel,2025-08-12 12:20:25.185792,I have a first-class reservation at the Grand Hyatt that I need to get a reservation for.,"['first-class', 'reservation', 'grand', 'hyatt', 'need', 'get', 'reservation']",first-class reservation grand hyatt need get reservation,0.4588,0.158,0.842,0.0,3
[REF-4329] Our destination to Sydney was delayed and the experience was terrible.,negative,travel,2025-08-12 07:05:37.307308,[REF-4329] Our destination to Sydney was delayed and the experience was terrible.,"['ref-4329', 'destination', 'sydney', 'delayed', 'experience', 'terrible']",ref-4329 destination sydney delayed experience terrible,-0.6124,0.0,0.667,0.333,0
Our check-in to Paris was cancelled and the experience was overbooked.,negative,travel,2025-08-12 15:02:49.428823,Our check-in to Paris was cancelled and the experience was overbooked.,"['check-in', 'paris', 'cancelled', 'experience', 'overbooked']",check-in paris cancelled experience overbooked,-0.25,0.0,0.833,0.167,0
The airline rescheduled my seat and offered a disappointing travel seat.,neutral,travel,2025-08-12 19:31:01.550338,The airline rescheduled my seat and offered a disappointing travel seat.,"['airline', 'rescheduled', 'seat', 'offered', 'disappointing', 'travel', 'seat']",airline rescheduled seat offered disappointing travel seat,-0.4939,0.0,0.758,0.242,4
I want to confirm my check-in for the wonderful check-in to Paris....,positive,travel,2025-08-12 20:27:13.671853,I want to confirm my check-in for the wonderful check-in to Paris.,"['want', 'confirm', 'check-in', 'wonderful', 'check-in', 'paris']",want confirm check-in wonderful check-in paris,0.6124,0.333,0.667,0.0,2
Our seat to Tokyo was booked and the experience was scenic.!!!,neutral,travel,2025-08-13 04:13:25.793368,Our seat to Tokyo was booked and the experience was scenic!,"['seat', 'tokyo', 'booked', 'experience', 'scenic']",seat tokyo booked experience scenic,0.0,0.0,1.0,0.0,0
I have a non-refundable itinerary at the Grand Hyatt that I need to get a itinerary for. (ticket:256950),neutral,travel,2025-08-12 07:25:37.914883,I have a non-refundable itinerary at the Grand Hyatt that I need to get a itinerary for. (ticket:256950),"['non-refundable', 'itinerary', 'grand', 'hyatt', 'need', 'get', 'itinerary', 'ticket:256950']",non-refundable itinerary grand hyatt need get itinerary ticket:256950,0.4588,0.15,0.85,0.0,3
I have a non-refundable luggage at the Grand Hyatt that I need to get a luggage for.,neutral,travel,2025-08-12 06:49:50.036399,I have a non-refundable luggage at the Grand Hyatt that I need to get a luggage for.,"['non-refundable', 'luggage', 'grand', 'hyatt', 'need', 'get', 'luggage']",non-refundable luggage grand hyatt need get luggage,0.4588,0.158,0.842,0.0,3
Our hotel to Dubai was upgraded and the experience was c umm onvenient.,positive,travel,2025-08-12 10:39:02.157914,Our hotel to Dubai was upgraded and the experience was c umm onvenient.,"['hotel', 'dubai', 'upgraded', 'experience', 'c', 'umm', 'onvenient']",hotel dubai upgraded experience c umm onvenient,0.0,0.0,1.0,0.0,0
Our flight to Tokyo was upgraded and the experience was convenient.,positive,travel,2025-08-12 17:24:14.279429,Our flight to Tokyo was upgraded and the experience was convenient.,"['flight', 'tokyo', 'upgraded', 'experience', 'convenient']",flight tokyo upgraded experience convenient,0.0,0.0,1.0,0.0,0
The airline found my booking and offered a scenic travel booking.,neutral,travel,2025-08-12 12:37:26.400944,The airline found my booking and offered a scenic travel booking.,"['airline', 'found', 'booking', 'offered', 'scenic', 'travel', 'booking']",airline found booking offered scenic travel booking,0.0,0.0,1.0,0.0,4
I have a scenic luggage at the Grand Hyatt that I need to get a luggage for.,positive,travel,2025-08-13 03:52:38.522459,I have a scenic luggage at the Grand Hyatt that I need to get a luggage for.,"['scenic', 'luggage', 'grand', 'hyatt', 'need', 'get', 'luggage']",scenic luggage grand hyatt need get luggage,0.4588,0.158,0.842,0.0,3
My seat was delayed at the airport and I need assistance.,negative,travel,2025-08-12 12:05:50.643975,My seat was delayed at the airport and I need assistance.,"['seat', 'delayed', 'airport', 'need', 'assistance']",seat delayed airport need assistance,-0.2263,0.0,0.84,0.16,1
The booking process was non-refundable and the staff were very helpful.,neutral,travel,2025-08-12 11:44:02.765490,The booking process was non-refundable and the staff were very helpful.,"['booking', 'process', 'non-refundable', 'staff', 'helpful']",booking process non-refundable staff helpful,0.4754,0.236,0.764,0.0,5
I have a overbooked flight at the Grand Hyatt that I need to get a flight for.,neutral,travel,2025-08-12 16:31:14.887005,I have a overbooked flight at the Grand Hyatt that I need to get a flight for.,"['overbooked', 'flight', 'grand', 'hyatt', 'need', 'get', 'flight']",overbooked flight grand hyatt need get flight,0.4588,0.158,0.842,0.0,3
Our luggage to Tokyo was cancelled and the experience was scenic.,negative,travel,2025-08-13 06:37:27.008520,Our luggage to Tokyo was cancelled and the experience was scenic.,"['luggage', 'tokyo', 'cancelled', 'experience', 'scenic']",luggage tokyo cancelled experience scenic,-0.25,0.0,0.833,0.167,0
I have a first-class check-in at the Grand Hyatt that I need to get a check-in for.,positive,travel,2025-08-12 17:16:39.130035,I have a first-class check-in at the Grand Hyatt that I need to get a check-in for.,"['first-class', 'check-in', 'grand', 'hyatt', 'need', 'get', 'check-in']",first-class check-in grand hyatt need get check-in,0.4588,0.158,0.842,0.0,3
I have a terrible check-in at the Grand Hyatt that I need to get a check-in for.,neutral,travel,2025-08-13 00:32:51.251551,I have a terrible check-in at the Grand Hyatt that I need to get a check-in for.,"['terrible', 'check-in', 'grand', 'hyatt', 'need', 'get', 'check-in']",terrible check-in grand hyatt need get check-in,-0.0258,0.142,0.711,0.147,3
Our hotel to Sydney was booked and the experience was wonderful. ?!?,positive,travel,2025-08-12 15:43:03.373066,Our hotel to Sydney was booked and the experience was wonderful. ?,"['hotel', 'sydney', 'booked', 'experience', 'wonderful']",hotel sydney booked experience wonderful,0.5719,0.252,0.748,0.0,0
My destination was booked at the airport and I need assistance.,positive,travel,2025-08-13 05:14:15.494581,My destination was booked at the airport and I need assistance.,"['destination', 'booked', 'airport', 'need', 'assistance']",destination booked airport need assistance,0.0,0.0,1.0,0.0,1
My seat was enjoyed at the airport and I need assistance.,positive,travel,2025-08-12 19:19:27.616096,My seat was enjoyed at the airport and I need assistance.,"['seat', 'enjoyed', 'airport', 'need', 'assistance']",seat enjoyed airport need assistance,0.5106,0.248,0.752,0.0,1
I want to confirm my destination for the terrible destination to Paris.!!!,negative,travel,2025-08-12 12:49:39.737611,I want to confirm my destination for the terrible destination to Paris!,"['want', 'confirm', 'destination', 'terrible', 'destination', 'paris']",want confirm destination terrible destination paris,-0.4753,0.088,0.681,0.231,2
Our check-in to New York was confirmed and the experience was wonderful.,positive,travel,2025-08-13 01:16:51.859127,Our check-in to New York was confirmed and the experience was wonderful.,"['check-in', 'new', 'york', 'confirmed', 'experience', 'wonderful']",check-in new york confirmed experience wonderful,0.5719,0.252,0.748,0.0,0
I have a scenic reservation at the Grand Hyatt that I need to get a reservation for.,neutral,travel,2025-08-12 21:04:03.980642,I have a scenic reservation at the Grand Hyatt that I need to get a reservation for.,"['scenic', 'reservation', 'grand', 'hyatt', 'need', 'get', 'reservation']",scenic reservation grand hyatt need get reservation,0.4588,0.158,0.842,0.0,3
My refund was rescheduled at the airport and I need assistance.,positive,travel,2025-08-13 07:04:16.102157,My refund was rescheduled at the airport and I need assistance.,"['refund', 'rescheduled', 'airport', 'need', 'assistance']",refund rescheduled airport need assistance,0.0,0.0,1.0,0.0,1
[REF-1151] The airline cancelled my booking and offered a disappointing travel booking. (ticket:783681),negative,travel,2025-08-12 17:18:28.223672,[REF-1151] The airline cancelled my booking and offered a disappointing travel booking. (ticket:783681),"['ref-1151', 'airline', 'cancelled', 'booking', 'offered', 'disappointing', 'travel', 'booking', 'ticket:783681']",ref-1151 airline cancelled booking offered disappointing travel booking ticket:783681,-0.6369,0.0,0.679,0.321,4
I want to confirm my luggage for the scenic luggage to Paris.,negative,travel,2025-08-13 05:47:40.345187,I want to confirm my luggage for the scenic luggage to Paris.,"['want', 'confirm', 'luggage', 'scenic', 'luggage', 'paris']",want confirm luggage scenic luggage paris,0.0772,0.106,0.894,0.0,2
The voucher process was disappointing and the staff were very helpful. ?!?,negative,travel,2025-08-13 00:49:52.466702,The voucher process was disappointing and the staff were very helpful. ?,"['voucher', 'process', 'disappointing', 'staff', 'helpful']",voucher process disappointing staff helpful,-0.0276,0.19,0.614,0.196,5
Our reservation to Rome was enjoyed and the experience was scenic. ?!?,positive,travel,2025-08-12 20:50:04.588218,Our reservation to Rome was enjoyed and the experience was scenic. ?,"['reservation', 'rome', 'enjoyed', 'experience', 'scenic']",reservation rome enjoyed experience scenic,0.5106,0.231,0.769,0.0,0
The airline delayed my itinerary and offered a terrible travel itinerary.!!!,neutral,travel,2025-08-13 01:20:16.709733,The airline delayed my itinerary and offered a terrible travel itinerary!,"['airline', 'delayed', 'itinerary', 'offered', 'terrible', 'travel', 'itinerary']",airline delayed itinerary offered terrible travel itinerary,-0.6476,0.0,0.63,0.37,4
Our luggage to Rome was cancelled and the experience was ...  disappointing.,negative,travel,2025-08-13 10:05:28.831248,Our luggage to Rome was cancelled and the experience was . disappointing.,"['luggage', 'rome', 'cancelled', 'experience', 'disappointing']",luggage rome cancelled experience disappointing,-0.6369,0.0,0.658,0.342,0
Our refund to Paris was found and the experience was wonderful.,positive,travel,2025-08-13 00:02:40.952763,Our refund to Paris was found and the experience was wonderful.,"['refund', 'paris', 'found', 'experience', 'wonderful']",refund paris found experience wonderful,0.5719,0.27,0.73,0.0,0
I WANT TO CONFIRM MY ITINERARY FOR THE SCENIC ITINERARY TO PARIS.,negative,travel,2025-08-13 04:25:53.074278,I WANT TO CONFIRM MY ITINERARY FOR THE SCENIC ITINERARY TO PARIS.,"['want', 'confirm', 'itinerary', 'scenic', 'itinerary', 'paris']",want confirm itinerary scenic itinerary paris,0.0772,0.106,0.894,0.0,2
The airline lost my hotel and offered a scenic travel hotel. ?!?,neutral,travel,2025-08-12 21:18:05.195794,The airline lost my hotel and offered a scenic travel hotel. ?,"['airline', 'lost', 'hotel', 'offered', 'scenic', 'travel', 'hotel']",airline lost hotel offered scenic travel hotel,-0.3182,0.0,0.827,0.173,4
I have a scenic seat at the Grand Hyatt that I need to get a seat for.,negative,travel,2025-08-12 20:48:17.317309,I have a scenic seat at the Grand Hyatt that I need to get a seat for.,"['scenic', 'seat', 'grand', 'hyatt', 'need', 'get', 'seat']",scenic seat grand hyatt need get seat,0.4588,0.158,0.842,0.0,3
The reservation process was overbooked and the staff were very helpful.,negative,travel,2025-08-13 02:12:29.438824,The reservation process was overbooked and the staff were very helpful.,"['reservation', 'process', 'overbooked', 'staff', 'helpful']",reservation process overbooked staff helpful,0.4754,0.236,0.764,0.0,5
The voucher process was scenic and the staff were very helpful.,positive,travel,2025-08-12 16:36:41.560339,The voucher process was scenic and the staff were very helpful.,"['voucher', 'process', 'scenic', 'staff', 'helpful']",voucher process scenic staff helpful,0.4754,0.236,0.764,0.0,5
The luggage process was wonderful and the staff were very helpful.,positive,travel,2025-08-12 21:18:53.681854,The luggage process was wonderful and the staff were very helpful.,"['luggage', 'process', 'wonderful', 'staff', 'helpful']",luggage process wonderful staff helpful,0.7778,0.43,0.57,0.0,5
[REF-8157] Our booking to Paris was cancelled and the experience was disappointing.,neutral,travel,2025-08-12 19:50:05.803370,[REF-8157] Our booking to Paris was cancelled and the experience was disappointing.,"['ref-8157', 'booking', 'paris', 'cancelled', 'experience', 'disappointing']",ref-8157 booking paris cancelled experience disappointing,-0.6369,0.0,0.658,0.342,0
My luggage was booked at the airport and I need assistance.,positive,travel,2025-08-12 19:51:17.924885,My luggage was booked at the airport and I need assistance.,"['luggage', 'booked', 'airport', 'need', 'assistance']",luggage booked airport need assistance,0.0,0.0,1.0,0.0,1
The itinerary process was wonderful and the staff were very helpful.,positive,travel,2025-08-13 14:11:30.046400,The itinerary process was wonderful and the staff were very helpful.,"['itinerary', 'process', 'wonderful', 'staff', 'helpful']",itinerary process wonderful staff helpful,0.7778,0.43,0.57,0.0,5
I want to confirm my hotel for the disappointing hotel to Paris.,negative,travel,2025-08-13 15:16:42.167915,I want to confirm my hotel for the disappointing hotel to Paris.,"['want', 'confirm', 'hotel', 'disappointing', 'hotel', 'paris']",want confirm hotel disappointing hotel paris,-0.4404,0.09,0.69,0.221,2
I want to confirm my refund for the first-class refund to Paris.,positive,travel,2025-08-13 03:40:54.289430,I want to confirm my refund for the first-class refund to Paris.,"['want', 'confirm', 'refund', 'first-class', 'refund', 'paris']",want confirm refund first-class refund paris,0.0772,0.106,0.894,0.0,2
MY BOOKING WAS BOOKED AT THE AIRPORT AND I NEED ASSISTANCE.,neutral,travel,2025-08-12 20:46:06.410945,MY BOOKING WAS BOOKED AT THE AIRPORT AND I NEED ASSISTANCE.,"['booking', 'booked', 'airport', 'need', 'assistance']",booking booked airport need assistance,0.0,0.0,1.0,0.0,1
I HAVE A DISAPPOINTING SEAT AT THE GRAND HYATT THAT I NEED TO GET A SEAT FOR.,negative,travel,2025-08-13 13:49:18.532461,I HAVE A DISAPPOINTING SEAT AT THE GRAND HYATT THAT I NEED TO GET A SEAT FOR.,"['disappointing', 'seat', 'grand', 'hyatt', 'need', 'get', 'seat']",disappointing seat grand hyatt need get seat,-0.0516,0.142,0.708,0.151,3
I HAVE A NON-REFUNDABLE REFUND AT THE GRAND HYATT THAT I NEED TO GET A R ... EFUND FOR.,neutral,travel,2025-08-13 00:05:30.653976,I HAVE A NON-REFUNDABLE REFUND AT THE GRAND HYATT THAT I NEED TO GET A R . EFUND FOR.,"['non-refundable', 'refund', 'grand', 'hyatt', 'need', 'get', 'r', 'efund']",non-refundable refund grand hyatt need get r efund,0.5766,0.172,0.828,0.0,3
The airline found my voucher and offered a non-refundable travel voucher.!!!,neutral,travel,2025-08-12 20:55:42.775491,The airline found my voucher and offered a non-refundable travel voucher!,"['airline', 'found', 'voucher', 'offered', 'non-refundable', 'travel', 'voucher']",airline found voucher offered non-refundable travel voucher,0.0,0.0,1.0,0.0,4
My luggage was enjoyed at the airport and I need assistance.,positive,travel,2025-08-13 17:24:54.897006,My luggage was enjoyed at the airport and I need assistance.,"['luggage', 'enjoyed', 'airport', 'need', 'assistance']",luggage enjoyed airport need assistance,0.5106,0.248,0.752,0.0,1
The destination process was first-class and the staff were very helpful.,positive,travel,2025-08-13 13:28:07.018521,The destination process was first-class and the staff were very helpful.,"['destination', 'process', 'first-class', 'staff', 'helpful']",destination process first-class staff helpful,0.4754,0.236,0.764,0.0,5
I want to confirm my reservation for the disappointing reservation to Paris.,neutral,travel,2025-08-13 12:40:19.140037,I want to confirm my reservation for the disappointing reservation to Paris.,"['want', 'confirm', 'reservation', 'disappointing', 'reservation', 'paris']",want confirm reservation disappointing reservation paris,-0.4404,0.09,0.69,0.221,2
The voucher process was non-refundable and the staff were very helpful.,neutral,travel,2025-08-13 13:46:31.261552,The voucher process was non-refundable and the staff were very helpful.,"['voucher', 'process', 'non-refundable', 'staff', 'helpful']",voucher process non-refundable staff helpful,0.4754,0.236,0.764,0.0,5
Our destination to New York was booked and the experience was disappointing.,neutral,travel,2025-08-13 08:22:43.383067,Our destination to New York was booked and the experience was disappointing.,"['destination', 'new', 'york', 'booked', 'experience', 'disappointing']",destination new york booked experience disappointing,-0.4939,0.0,0.775,0.225,0
My luggage was delayed at the airport and I need assistance.,negative,travel,2025-08-12 22:38:55.504582,My luggage was delayed at the airport and I need assistance.,"['luggage', 'delayed', 'airport', 'need', 'assistance']",luggage delayed airport need assistance,-0.2263,0.0,0.84,0.16,1
I have a terrible flight at the Grand Hyatt that I need to get a flight for.,negative,travel,2025-08-13 05:14:07.626097,I have a terrible flight at the Grand Hyatt that I need to get a flight for.,"['terrible', 'flight', 'grand', 'hyatt', 'need', 'get', 'flight']",terrible flight grand hyatt need get flight,-0.0258,0.142,0.711,0.147,3
[REF-6427] The airline booked my destination and offered a terrible travel destination.,negative,travel,2025-08-13 10:28:19.747613,[REF-6427] The airline booked my destination and offered a terrible travel destination.,"['ref-6427', 'airline', 'booked', 'destination', 'offered', 'terrible', 'travel', 'destination']",ref-6427 airline booked destination offered terrible travel destination,-0.4767,0.0,0.78,0.22,4
My itinerary was cancelled at the airport and I need assistance.,negative,travel,2025-08-13 17:13:31.869128,My itinerary was cancelled at the airport and I need assistance.,"['itinerary', 'cancelled', 'airport', 'need', 'assistance']",itinerary cancelled airport need assistance,-0.25,0.0,0.833,0.167,1
My itinerary was rescheduled at the airport and I need assistance.,negative,travel,2025-08-12 20:35:43.990643,My itinerary was rescheduled at the airport and I need assistance.,"['itinerary', 'rescheduled', 'airport', 'need', 'assistance']",itinerary rescheduled airport need assistance,0.0,0.0,1.0,0.0,1
