text,label,domain,timestamp,clean_text,tokens,joined_tokens
I am writing to report a erroneous issue with my overdraft.,negative,banking,2025-08-22 03:03:40.284751,I am writing to report a erroneous issue with my overdraft.,"['writing', 'report', 'erroneous', 'issue', 'overdraft']",writing report erroneous issue overdraft
I WOULD LIKE TO INQUIRE ABOUT THE DEPOSIT ON MY SAVINGS ACCOUNT.,positive,banking,2025-08-22 10:24:52.406267,I WOULD LIKE TO INQUIRE ABOUT THE DEPOSIT ON MY SAVINGS ACCOUNT.,"['would', 'like', 'inquire', 'deposit', 'saving', 'account']",would like inquire deposit saving account
I would like to inquire about the payment on my savings account.,positive,banking,2025-08-22 10:45:04.527782,I would like to inquire about the payment on my savings account.,"['would', 'like', 'inquire', 'payment', 'saving', 'account']",would like inquire payment saving account
There is a pending hold on my account that needs to be flagged.,positive,banking,2025-08-22 15:09:16.649297,There is a pending hold on my account that needs to be flagged.,"['pending', 'hold', 'account', 'need', 'flagged']",pending hold account need flagged
The loan was disputed due to insufficient funds.,negative,banking,2025-08-22 05:24:28.770812,The loan was disputed due to insufficient funds.,"['loan', 'disputed', 'due', 'insufficient', 'fund']",loan disputed due insufficient fund
I am writing to report a pending issue with my fraud.,negative,banking,2025-08-22 01:36:40.892327,I am writing to report a pending issue with my fraud.,"['writing', 'report', 'pending', 'issue', 'fraud']",writing report pending issue fraud
A ...  suspicious transaction of $626.87 on my balance was flagged.,negative,banking,2025-08-22 11:33:53.013843,A . suspicious transaction of $626.87 on my balance was flagged.,"['suspicious', 'transaction', '626.87', 'balance', 'flagged']",suspicious transaction 626.87 balance flagged
I would like to inquire about the statement on my savings account.!!!,neutral,banking,2025-08-22 13:36:05.135358,I would like to inquire about the statement on my savings account!,"['would', 'like', 'inquire', 'statement', 'saving', 'account']",would like inquire statement saving account
I would like to inquire about the payment on my savings account.,positive,banking,2025-08-22 04:34:17.256873,I would like to inquire about the payment on my savings account.,"['would', 'like', 'inquire', 'payment', 'saving', 'account']",would like inquire payment saving account
My recent overdraft for $1541.54 has not been processed correctly.,negative,banking,2025-08-22 08:42:29.378388,My recent overdraft for $1541.54 has not been processed correctly.,"['recent', 'overdraft', '1541.54', 'processed', 'correctly']",recent overdraft 1541.54 processed correctly
I would like to inquire about the transaction on my savings account.,negative,banking,2025-08-22 12:06:41.499903,I would like to inquire about the transaction on my savings account.,"['would', 'like', 'inquire', 'transaction', 'saving', 'account']",would like inquire transaction saving account
There is a successful hold on my transaction that needs to be deposited.,positive,banking,2025-08-22 06:42:53.621419,There is a successful hold on my transaction that needs to be deposited.,"['successful', 'hold', 'transaction', 'need', 'deposited']",successful hold transaction need deposited
I would like to inquire about the deposit on my savings account.,positive,banking,2025-08-22 00:46:05.742934,I would like to inquire about the deposit on my savings account.,"['would', 'like', 'inquire', 'deposit', 'saving', 'account']",would like inquire deposit saving account
My recent balance for $786.88 has not been processed correctly.,positive,banking,2025-08-22 01:17:17.864449,My recent balance for $786.88 has not been processed correctly.,"['recent', 'balance', '786.88', 'processed', 'correctly']",recent balance 786.88 processed correctly
A erroneous transaction of $3564.72 on my account was disputed....,negative,banking,2025-08-22 03:15:29.985964,A erroneous transaction of $3564.72 on my account was disputed.,"['erroneous', 'transaction', '3564.72', 'account', 'disputed']",erroneous transaction 3564.72 account disputed
A unauthorized transaction of $1511.94 on my statement was transferred.,negative,banking,2025-08-22 21:22:42.107479,A unauthorized transaction of $1511.94 on my statement was transferred.,"['unauthorized', 'transaction', '1511.94', 'statement', 'transferred']",unauthorized transaction 1511.94 statement transferred
A successful transaction of $4769.83 on my statement was flagged. ?!?,positive,banking,2025-08-22 20:27:54.228994,A successful transaction of $4769.83 on my statement was flagged. ?,"['successful', 'transaction', '4769.83', 'statement', 'flagged']",successful transaction 4769.83 statement flagged
My recent transaction for $ ... 111.27 has not been processed correctly.,neutral,banking,2025-08-22 17:36:06.350510,My recent transaction for $ . 111.27 has not been processed correctly.,"['recent', 'transaction', '111.27', 'processed', 'correctly']",recent transaction 111.27 processed correctly
There is a pending hold on my deposit that needs to be deposited.,positive,banking,2025-08-22 02:23:18.472025,There is a pending hold on my deposit that needs to be deposited.,"['pending', 'hold', 'deposit', 'need', 'deposited']",pending hold deposit need deposited
There is a urgent hold on my overdraft that needs to be transferred.,negative,banking,2025-08-22 05:55:30.593540,There is a urgent hold on my overdraft that needs to be transferred.,"['urgent', 'hold', 'overdraft', 'need', 'transferred']",urgent hold overdraft need transferred
A successful transaction of $4951.94 on my payment was ...  flagged.,positive,banking,2025-08-23 00:23:42.715055,A successful transaction of $4951.94 on my payment was . flagged.,"['successful', 'transaction', '4951.94', 'payment', 'flagged']",successful transaction 4951.94 payment flagged
The payment was disputed due to insufficient funds.,neutral,banking,2025-08-22 12:04:54.836570,The payment was disputed due to insufficient funds.,"['payment', 'disputed', 'due', 'insufficient', 'fund']",payment disputed due insufficient fund
I am writing to report a successful issue with my mortgage.,positive,banking,2025-08-22 23:50:06.958086,I am writing to report a successful issue with my mortgage.,"['writing', 'report', 'successful', 'issue', 'mortgage']",writing report successful issue mortgage
A successful transaction of $993.9 on my loan was resolved.,positive,banking,2025-08-22 02:37:19.079601,A successful transaction of $993.9 on my loan was resolved.,"['successful', 'transaction', '993.9', 'loan', 'resolved']",successful transaction 993.9 loan resolved
I am writing to report a successful issue with my payment.,positive,banking,2025-08-22 18:58:31.201116,I am writing to report a successful issue with my payment.,"['writing', 'report', 'successful', 'issue', 'payment']",writing report successful issue payment
I would like to inquire about the balance on my savings account.,positive,banking,2025-08-22 13:47:43.322631,I would like to inquire about the balance on my savings account.,"['would', 'like', 'inquire', 'balance', 'saving', 'account']",would like inquire balance saving account
There is a unauthorized hold on my fraud that needs to be charged.!!!,negative,banking,2025-08-22 05:37:55.444146,There is a unauthorized hold on my fraud that needs to be charged!,"['unauthorized', 'hold', 'fraud', 'need', 'charged']",unauthorized hold fraud need charged
A high-value transaction of $3431.44 on my interest rate was approved.,positive,banking,2025-08-22 20:56:07.565662,A high-value transaction of $3431.44 on my interest rate was approved.,"['high-value', 'transaction', '3431.44', 'interest', 'rate', 'approved']",high-value transaction 3431.44 interest rate approved
THE STATEMENT WAS DISPUTED DUE TO INSUFFICIENT FUNDS.,negative,banking,2025-08-22 15:37:19.687177,THE STATEMENT WAS DISPUTED DUE TO INSUFFICIENT FUNDS.,"['statement', 'disputed', 'due', 'insufficient', 'fund']",statement disputed due insufficient fund
The interest rate was denied due to insufficient funds.,negative,banking,2025-08-22 13:33:31.808692,The interest rate was denied due to insufficient funds.,"['interest', 'rate', 'denied', 'due', 'insufficient', 'fund']",interest rate denied due insufficient fund
A pending transaction of $61.16 on my loan was denied.,neutral,banking,2025-08-22 14:00:43.930207,A pending transaction of $61.16 on my loan was denied.,"['pending', 'transaction', '61.16', 'loan', 'denied']",pending transaction 61.16 loan denied
There is a successful hold on my transaction that needs to be investigated.,positive,banking,2025-08-22 20:48:56.051722,There is a successful hold on my transaction that needs to be investigated.,"['successful', 'hold', 'transaction', 'need', 'investigated']",successful hold transaction need investigated
There is a unauthorized hold on my statement that needs to be transferred.,neutral,banking,2025-08-22 11:00:08.173238,There is a unauthorized hold on my statement that needs to be transferred.,"['unauthorized', 'hold', 'statement', 'need', 'transferred']",unauthorized hold statement need transferred
A urgent transaction of $2630.1 you know 1 on my interest rate was flagged.,neutral,banking,2025-08-22 07:35:20.294753,A urgent transaction of $2630.1 you know 1 on my interest rate was flagged.,"['urgent', 'transaction', '2630.1', 'know', '1', 'interest', 'rate', 'flagged']",urgent transaction 2630.1 know 1 interest rate flagged
There is a unauthorized hold on my fraud that needs to be deposited....,negative,banking,2025-08-22 09:42:32.416268,There is a unauthorized hold on my fraud that needs to be deposited.,"['unauthorized', 'hold', 'fraud', 'need', 'deposited']",unauthorized hold fraud need deposited
There is a unauthorized hold on my transaction that needs to be deposited.,negative,banking,2025-08-23 01:13:44.537783,There is a unauthorized hold on my transaction that needs to be deposited.,"['unauthorized', 'hold', 'transaction', 'need', 'deposited']",unauthorized hold transaction need deposited
I would like to inquire about the fraud on my savings account.,neutral,banking,2025-08-22 21:41:56.659298,I would like to inquire about the fraud on my savings account.,"['would', 'like', 'inquire', 'fraud', 'saving', 'account']",would like inquire fraud saving account
A urgent transaction of $473.84 on my account was withdrew.,neutral,banking,2025-08-23 00:48:08.780813,A urgent transaction of $473.84 on my account was withdrew.,"['urgent', 'transaction', '473.84', 'account', 'withdrew']",urgent transaction 473.84 account withdrew
A unauthorized transaction of $2994.98 on my loan was denied.,negative,banking,2025-08-22 18:36:20.902329,A unauthorized transaction of $2994.98 on my loan was denied.,"['unauthorized', 'transaction', '2994.98', 'loan', 'denied']",unauthorized transaction 2994.98 loan denied
I WOULD LIKE TO INQUIRE ABOUT THE FRAUD ON MY SAVINGS ACCOUNT.,neutral,banking,2025-08-22 11:41:33.023844,I WOULD LIKE TO INQUIRE ABOUT THE FRAUD ON MY SAVINGS ACCOUNT.,"['would', 'like', 'inquire', 'fraud', 'saving', 'account']",would like inquire fraud saving account
The overdraft was transferred due to insufficient funds.!!!,negative,banking,2025-08-22 10:55:45.145359,The overdraft was transferred due to insufficient funds!,"['overdraft', 'transferred', 'due', 'insufficient', 'fund']",overdraft transferred due insufficient fund
I WOULD LIKE TO INQUIRE ABOUT THE STATEMENT ON MY SAVINGS ACCOUNT.,negative,banking,2025-08-22 13:18:57.266874,I WOULD LIKE TO INQUIRE ABOUT THE STATEMENT ON MY SAVINGS ACCOUNT.,"['would', 'like', 'inquire', 'statement', 'saving', 'account']",would like inquire statement saving account
[REF-5978] The statement was withdrew due to insufficient funds.,negative,banking,2025-08-22 18:58:09.388389,[REF-5978] The statement was withdrew due to insufficient funds.,"['ref-5978', 'statement', 'withdrew', 'due', 'insufficient', 'fund']",ref-5978 statement withdrew due insufficient fund
There is a erroneous hold on my transaction that needs to be denied....,negative,banking,2025-08-22 13:38:21.509905,There is a erroneous hold on my transaction that needs to be denied.,"['erroneous', 'hold', 'transaction', 'need', 'denied']",erroneous hold transaction need denied
I am writing to report a suspicious issue with my balance.,neutral,banking,2025-08-23 07:36:33.631420,I am writing to report a suspicious issue with my balance.,"['writing', 'report', 'suspicious', 'issue', 'balance']",writing report suspicious issue balance
 you know I would like to inquire about the overdraft on my savings account....,negative,banking,2025-08-23 04:19:45.752935,you know I would like to inquire about the overdraft on my savings account.,"['know', 'would', 'like', 'inquire', 'overdraft', 'saving', 'account']",know would like inquire overdraft saving account
I would like to inquire about the deposit on my savings account.,positive,banking,2025-08-23 04:22:57.874450,I would like to inquire about the deposit on my savings account.,"['would', 'like', 'inquire', 'deposit', 'saving', 'account']",would like inquire deposit saving account
My recent overdraft for $1716.91 has not been processed correctly.,negative,banking,2025-08-22 23:20:09.995965,My recent overdraft for $1716.91 has not been processed correctly.,"['recent', 'overdraft', '1716.91', 'processed', 'correctly']",recent overdraft 1716.91 processed correctly
There is a pending hold on my deposit that needs to be investigated.,positive,banking,2025-08-23 01:26:22.117481,There is a pending hold on my deposit that needs to be investigated.,"['pending', 'hold', 'deposit', 'need', 'investigated']",pending hold deposit need investigated
I am writing to report a pending issue with my payment.,positive,banking,2025-08-23 07:23:34.238996,I am writing to report a pending issue with my payment.,"['writing', 'report', 'pending', 'issue', 'payment']",writing report pending issue payment
A high-value transaction of $4277.98 on my fraud was flagged....,negative,banking,2025-08-22 14:15:46.360511,A high-value transaction of $4277.98 on my fraud was flagged.,"['high-value', 'transaction', '4277.98', 'fraud', 'flagged']",high-value transaction 4277.98 fraud flagged
The account was transferred due to insufficient funds.,negative,banking,2025-08-23 03:29:58.482026,The account was transferred due to insufficient funds.,"['account', 'transferred', 'due', 'insufficient', 'fund']",account transferred due insufficient fund
I would like to inquire about the balance on my savings account.,neutral,banking,2025-08-23 04:06:10.603541,I would like to inquire about the balance on my savings account.,"['would', 'like', 'inquire', 'balance', 'saving', 'account']",would like inquire balance saving account
I am writing to report a erroneous issue with my balance....,negative,banking,2025-08-22 17:15:22.725057,I am writing to report a erroneous issue with my balance.,"['writing', 'report', 'erroneous', 'issue', 'balance']",writing report erroneous issue balance
A erroneous transaction of $4999.08 on my overdraft was denied.!!!,negative,banking,2025-08-23 05:03:34.846572,A erroneous transaction of $4999.08 on my overdraft was denied!,"['erroneous', 'transaction', '4999.08', 'overdraft', 'denied']",erroneous transaction 4999.08 overdraft denied
The deposit was charged due to insufficient funds.,positive,banking,2025-08-23 09:26:46.968087,The deposit was charged due to insufficient funds.,"['deposit', 'charged', 'due', 'insufficient', 'fund']",deposit charged due insufficient fund
My recent fraud for $1123.36 has not been processed correctly.!!!,negative,banking,2025-08-23 09:35:59.089602,My recent fraud for $1123.36 has not been processed correctly!,"['recent', 'fraud', '1123.36', 'processed', 'correctly']",recent fraud 1123.36 processed correctly
I am writing to report a unauthorized issue with my balance.,negative,banking,2025-08-22 23:30:11.211117,I am writing to report a unauthorized issue with my balance.,"['writing', 'report', 'unauthorized', 'issue', 'balance']",writing report unauthorized issue balance
A urgent transaction of $716.85 on my loan was transferred.,neutral,banking,2025-08-22 19:26:23.332632,A urgent transaction of $716.85 on my loan was transferred.,"['urgent', 'transaction', '716.85', 'loan', 'transferred']",urgent transaction 716.85 loan transferred
[REF-1184] I would like to inquire about the payment on my savings account.,negative,banking,2025-08-23 01:32:35.454148,[REF-1184] I would like to inquire about the payment on my savings account.,"['ref-1184', 'would', 'like', 'inquire', 'payment', 'saving', 'account']",ref-1184 would like inquire payment saving account
My recent payment for $1191.73 has not been processed correctly.,neutral,banking,2025-08-22 19:46:47.575663,My recent payment for $1191.73 has not been processed correctly.,"['recent', 'payment', '1191.73', 'processed', 'correctly']",recent payment 1191.73 processed correctly
My recent deposit for $102.31 has not been processed correctly.,positive,banking,2025-08-22 14:47:59.697178,My recent deposit for $102.31 has not been processed correctly.,"['recent', 'deposit', '102.31', 'processed', 'correctly']",recent deposit 102.31 processed correctly
I WOULD LIKE TO INQUIRE ABOUT THE STATEMENT ON MY SAVINGS ACCOUNT.,neutral,banking,2025-08-22 22:34:11.818693,I WOULD LIKE TO INQUIRE ABOUT THE STATEMENT ON MY SAVINGS ACCOUNT.,"['would', 'like', 'inquire', 'statement', 'saving', 'account']",would like inquire statement saving account
I am writing to report a unauthorized issue with my fraud.,negative,banking,2025-08-23 02:35:23.940208,I am writing to report a unauthorized issue with my fraud.,"['writing', 'report', 'unauthorized', 'issue', 'fraud']",writing report unauthorized issue fraud
[REF-4467] I am writing to report a declined issue with my overdraft.,negative,banking,2025-08-23 12:14:36.061724,[REF-4467] I am writing to report a declined issue with my overdraft.,"['ref-4467', 'writing', 'report', 'declined', 'issue', 'overdraft']",ref-4467 writing report declined issue overdraft
I am writing to report a erroneous issue with my interest rate.,neutral,banking,2025-08-22 16:35:48.183239,I am writing to report a erroneous issue with my interest rate.,"['writing', 'report', 'erroneous', 'issue', 'interest', 'rate']",writing report erroneous issue interest rate
There is a urgent hold on my payment that needs to be withdrew.,neutral,banking,2025-08-22 18:15:00.304754,There is a urgent hold on my payment that needs to be withdrew.,"['urgent', 'hold', 'payment', 'need', 'withdrew']",urgent hold payment need withdrew
I would like to inquire about the payment on my savings account.,negative,banking,2025-08-23 02:14:12.426269,I would like to inquire about the payment on my savings account.,"['would', 'like', 'inquire', 'payment', 'saving', 'account']",would like inquire payment saving account
There is a declined hold on my fraud that needs to be denied.,negative,banking,2025-08-22 14:34:24.547784,There is a declined hold on my fraud that needs to be denied.,"['declined', 'hold', 'fraud', 'need', 'denied']",declined hold fraud need denied
I would like to inquire about the credit card on my savings account.,neutral,banking,2025-08-22 19:11:36.669300,I would like to inquire about the credit card on my savings account.,"['would', 'like', 'inquire', 'credit', 'card', 'saving', 'account']",would like inquire credit card saving account
My recent in you know terest rate for $2589.1 has not been processed correctly.,neutral,banking,2025-08-22 20:13:48.790815,My recent in you know terest rate for $2589.1 has not been processed correctly.,"['recent', 'know', 'terest', 'rate', '2589.1', 'processed', 'correctly']",recent know terest rate 2589.1 processed correctly
There is a erroneous hold on my transaction that needs to be investigated.,negative,banking,2025-08-23 02:13:00.912330,There is a erroneous hold on my transaction that needs to be investigated.,"['erroneous', 'hold', 'transaction', 'need', 'investigated']",erroneous hold transaction need investigated
A erroneous transaction of $360.21 on my account was investigated.,negative,banking,2025-08-23 14:40:13.033845,A erroneous transaction of $360.21 on my account was investigated.,"['erroneous', 'transaction', '360.21', 'account', 'investigated']",erroneous transaction 360.21 account investigated
A high-value transaction of $2446. umm 84 on my statement was investigated.,neutral,banking,2025-08-23 15:22:25.155360,A high-value transaction of $2446. umm 84 on my statement was investigated.,"['high-value', 'transaction', '2446', 'umm', '84', 'statement', 'investigated']",high-value transaction 2446 umm 84 statement investigated
My recent interest rate for $3736.07 has not been processed correctly. ?!?,negative,banking,2025-08-22 21:39:37.276875,My recent interest rate for $3736.07 has not been processed correctly. ?,"['recent', 'interest', 'rate', '3736.07', 'processed', 'correctly']",recent interest rate 3736.07 processed correctly
A high-value transaction of $1831.55 on my deposit was flagged.,positive,banking,2025-08-23 04:47:49.398391,A high-value transaction of $1831.55 on my deposit was flagged.,"['high-value', 'transaction', '1831.55', 'deposit', 'flagged']",high-value transaction 1831.55 deposit flagged
The overdraft was flagged due to insufficient funds.,negative,banking,2025-08-22 18:43:01.519906,The overdraft was flagged due to insufficient funds.,"['overdraft', 'flagged', 'due', 'insufficient', 'fund']",overdraft flagged due insufficient fund
A high-value transaction of $4375.66 on my loan was denied.,neutral,banking,2025-08-23 03:19:13.641421,A high-value transaction of $4375.66 on my loan was denied.,"['high-value', 'transaction', '4375.66', 'loan', 'denied']",high-value transaction 4375.66 loan denied
A pending transaction of $3397.38 on my credit card was disputed....,negative,banking,2025-08-23 13:15:25.762936,A pending transaction of $3397.38 on my credit card was disputed.,"['pending', 'transaction', '3397.38', 'credit', 'card', 'disputed']",pending transaction 3397.38 credit card disputed
A urgent transaction of $2912.97 on my transaction was resolved.,positive,banking,2025-08-22 20:09:37.884451,A urgent transaction of $2912.97 on my transaction was resolved.,"['urgent', 'transaction', '2912.97', 'transaction', 'resolved']",urgent transaction 2912.97 transaction resolved
I would like to inquire about the overdraft on my savings account.,neutral,banking,2025-08-23 09:04:50.005967,I would like to inquire about the overdraft on my savings account.,"['would', 'like', 'inquire', 'overdraft', 'saving', 'account']",would like inquire overdraft saving account
My recent fraud for $4424.13 has not been processed correctly.,neutral,banking,2025-08-23 05:02:02.127482,My recent fraud for $4424.13 has not been processed correctly.,"['recent', 'fraud', '4424.13', 'processed', 'correctly']",recent fraud 4424.13 processed correctly
I am writing to report a unauthorized issue with my mortgage.,negative,banking,2025-08-22 23:59:14.248997,I am writing to report a unauthorized issue with my mortgage.,"['writing', 'report', 'unauthorized', 'issue', 'mortgage']",writing report unauthorized issue mortgage
[REF-9911] There is a unauthorized hold on my transaction that needs to be investigated.,negative,banking,2025-08-23 17:57:26.370512,[REF-9911] There is a unauthorized hold on my transaction that needs to be investigated.,"['ref-9911', 'unauthorized', 'hold', 'transaction', 'need', 'investigated']",ref-9911 unauthorized hold transaction need investigated
I would like to inquire about the statement on my savings account.,positive,banking,2025-08-23 16:38:38.492027,I would like to inquire about the statement on my savings account.,"['would', 'like', 'inquire', 'statement', 'saving', 'account']",would like inquire statement saving account
I would like to inquire about the deposit on my savings account.,positive,banking,2025-08-23 12:03:50.613543,I would like to inquire about the deposit on my savings account.,"['would', 'like', 'inquire', 'deposit', 'saving', 'account']",would like inquire deposit saving account
A unauthorized transaction of $2548.18 on my account was charged. (ticket:775933),negative,banking,2025-08-23 06:44:02.735058,A unauthorized transaction of $2548.18 on my account was charged. (ticket:775933),"['unauthorized', 'transaction', '2548.18', 'account', 'charged', 'ticket:775933']",unauthorized transaction 2548.18 account charged ticket:775933
My recent overdraft for $1319.38 has not been processed correctly.,negative,banking,2025-08-23 12:48:14.856573,My recent overdraft for $1319.38 has not been processed correctly.,"['recent', 'overdraft', '1319.38', 'processed', 'correctly']",recent overdraft 1319.38 processed correctly
The mortgage was disputed due to insufficient funds.!!!,negative,banking,2025-08-23 08:53:26.978088,The mortgage was disputed due to insufficient funds!,"['mortgage', 'disputed', 'due', 'insufficient', 'fund']",mortgage disputed due insufficient fund
The transaction was investigated due to insufficient funds....,negative,banking,2025-08-23 06:43:39.099603,The transaction was investigated due to insufficient funds.,"['transaction', 'investigated', 'due', 'insufficient', 'fund']",transaction investigated due insufficient fund
My recent transaction for $3724.05 has not been processed correctly.,negative,banking,2025-08-23 05:49:51.221119,My recent transaction for $3724.05 has not been processed correctly.,"['recent', 'transaction', '3724.05', 'processed', 'correctly']",recent transaction 3724.05 processed correctly
I WOULD LIKE TO INQUIRE ABOUT THE FRAUD ON MY SAVINGS ACCOUNT.,negative,banking,2025-08-23 10:48:03.342634,I WOULD LIKE TO INQUIRE ABOUT THE FRAUD ON MY SAVINGS ACCOUNT.,"['would', 'like', 'inquire', 'fraud', 'saving', 'account']",would like inquire fraud saving account
The account was investigated due to insufficient funds.,positive,banking,2025-08-23 10:24:15.464149,The account was investigated due to insufficient funds.,"['account', 'investigated', 'due', 'insufficient', 'fund']",account investigated due insufficient fund
A successful transaction of $3948.3 on my deposit was deposited.,positive,banking,2025-08-22 23:58:27.585664,A successful transaction of $3948.3 on my deposit was deposited.,"['successful', 'transaction', '3948.3', 'deposit', 'deposited']",successful transaction 3948.3 deposit deposited
A pending transaction of $54.42 on my overdraft wa ... s charged.!!!,negative,banking,2025-08-23 18:50:39.707179,A pending transaction of $54.42 on my overdraft wa . s charged!,"['pending', 'transaction', '54.42', 'overdraft', 'wa', 'charged']",pending transaction 54.42 overdraft wa charged
I am writing to report a unauthorized issue with my statement.,negative,banking,2025-08-23 09:34:51.828694,I am writing to report a unauthorized issue with my statement.,"['writing', 'report', 'unauthorized', 'issue', 'statement']",writing report unauthorized issue statement
My recent balance for $21.37 has not been processed correctly.,negative,banking,2025-08-23 01:07:03.950210,My recent balance for $21.37 has not been processed correctly.,"['recent', 'balance', '21.37', 'processed', 'correctly']",recent balance 21.37 processed correctly
My recent credit card for $3961.53 has not been processed correctly.,negative,banking,2025-08-23 16:20:16.071725,My recent credit card for $3961.53 has not been processed correctly.,"['recent', 'credit', 'card', '3961.53', 'processed', 'correctly']",recent credit card 3961.53 processed correctly
A high-value transaction of $1803.11 on my account was approved.,positive,banking,2025-08-23 20:15:28.193240,A high-value transaction of $1803.11 on my account was approved.,"['high-value', 'transaction', '1803.11', 'account', 'approved']",high-value transaction 1803.11 account approved
I would like to inquire about the account on my savings account.,negative,banking,2025-08-23 19:25:40.314755,I would like to inquire about the account on my savings account.,"['would', 'like', 'inquire', 'account', 'saving', 'account']",would like inquire account saving account
My recent transaction for $1969.43 has not been processed correctly....,neutral,banking,2025-08-23 03:38:52.436270,My recent transaction for $1969.43 has not been processed correctly.,"['recent', 'transaction', '1969.43', 'processed', 'correctly']",recent transaction 1969.43 processed correctly
I would like to inquire about the deposit on my savings account.,positive,banking,2025-08-23 12:06:04.557786,I would like to inquire about the deposit on my savings account.,"['would', 'like', 'inquire', 'deposit', 'saving', 'account']",would like inquire deposit saving account
There is a successful hold on my loan that needs to be approved.,positive,banking,2025-08-23 05:56:16.679301,There is a successful hold on my loan that needs to be approved.,"['successful', 'hold', 'loan', 'need', 'approved']",successful hold loan need approved
The mortgage was withdrew due to insufficient funds.,neutral,banking,2025-08-23 07:58:28.800816,The mortgage was withdrew due to insufficient funds.,"['mortgage', 'withdrew', 'due', 'insufficient', 'fund']",mortgage withdrew due insufficient fund
There is a urgent hold on my account that needs to be withdrew.,neutral,banking,2025-08-23 09:59:40.922331,There is a urgent hold on my account that needs to be withdrew.,"['urgent', 'hold', 'account', 'need', 'withdrew']",urgent hold account need withdrew
[REF-8204] The fraud was deposited due  umm to insufficient funds.,negative,banking,2025-08-23 13:57:53.043846,[REF-8204] The fraud was deposited due umm to insufficient funds.,"['ref-8204', 'fraud', 'deposited', 'due', 'umm', 'insufficient', 'fund']",ref-8204 fraud deposited due umm insufficient fund
[REF-8366] THERE IS A UNAUTHORIZED HOL you know D ON MY STATEMENT THAT NEEDS TO BE DEPOSITED.,negative,banking,2025-08-23 01:14:05.165362,[REF-8366] THERE IS A UNAUTHORIZED HOL you know D ON MY STATEMENT THAT NEEDS TO BE DEPOSITED.,"['ref-8366', 'unauthorized', 'hol', 'know', 'statement', 'need', 'deposited']",ref-8366 unauthorized hol know statement need deposited
I would like to inquire about the overdraft on my savings account.,negative,banking,2025-08-23 21:44:17.286877,I would like to inquire about the overdraft on my savings account.,"['would', 'like', 'inquire', 'overdraft', 'saving', 'account']",would like inquire overdraft saving account
The statement was deposited due to insufficient funds.,negative,banking,2025-08-23 18:01:29.408392,The statement was deposited due to insufficient funds.,"['statement', 'deposited', 'due', 'insufficient', 'fund']",statement deposited due insufficient fund
I am writing to report a successful issue with my balance.!!!,positive,banking,2025-08-23 06:27:41.529907,I am writing to report a successful issue with my balance!,"['writing', 'report', 'successful', 'issue', 'balance']",writing report successful issue balance
The mortgage was disputed due to insufficient funds.,negative,banking,2025-08-23 01:42:53.651422,The mortgage was disputed due to insufficient funds.,"['mortgage', 'disputed', 'due', 'insufficient', 'fund']",mortgage disputed due insufficient fund
I am writing to report a successful issue with my interest rate.!!!,positive,banking,2025-08-23 14:00:05.772937,I am writing to report a successful issue with my interest rate!,"['writing', 'report', 'successful', 'issue', 'interest', 'rate']",writing report successful issue interest rate
The fraud was flagged due to insufficient funds.,neutral,banking,2025-08-23 16:48:17.894453,The fraud was flagged due to insufficient funds.,"['fraud', 'flagged', 'due', 'insufficient', 'fund']",fraud flagged due insufficient fund
A unauthorized transaction of $4724.84 on my transaction was transferred.,neutral,banking,2025-08-23 14:56:30.015968,A unauthorized transaction of $4724.84 on my transaction was transferred.,"['unauthorized', 'transaction', '4724.84', 'transaction', 'transferred']",unauthorized transaction 4724.84 transaction transferred
I would like to inquire about  like the interest rate on my savings account.,negative,banking,2025-08-23 14:56:42.137483,I would like to inquire about like the interest rate on my savings account.,"['would', 'like', 'inquire', 'like', 'interest', 'rate', 'saving', 'account']",would like inquire like interest rate saving account
I am writing to report a high-value issue with my transaction.,neutral,banking,2025-08-23 14:28:54.258998,I am writing to report a high-value issue with my transaction.,"['writing', 'report', 'high-value', 'issue', 'transaction']",writing report high-value issue transaction
[REF-3333] There is a suspicious hold on my account that needs to be deposited.,negative,banking,2025-08-23 16:09:06.380513,[REF-3333] There is a suspicious hold on my account that needs to be deposited.,"['ref-3333', 'suspicious', 'hold', 'account', 'need', 'deposited']",ref-3333 suspicious hold account need deposited
There is a unauthorized hold on my statement that needs to be disputed.,neutral,banking,2025-08-23 13:03:18.502029,There is a unauthorized hold on my statement that needs to be disputed.,"['unauthorized', 'hold', 'statement', 'need', 'disputed']",unauthorized hold statement need disputed
The payment was approved due to insufficient funds.,positive,banking,2025-08-23 06:37:30.623544,The payment was approved due to insufficient funds.,"['payment', 'approved', 'due', 'insufficient', 'fund']",payment approved due insufficient fund
My recent account for $4513.19 has not been processed correctly.,negative,banking,2025-08-23 22:16:42.745059,My recent account for $4513.19 has not been processed correctly.,"['recent', 'account', '4513.19', 'processed', 'correctly']",recent account 4513.19 processed correctly
The transaction was approved due to insufficient funds.!!!,positive,banking,2025-08-23 18:33:54.866574,The transaction was approved due to insufficient funds!,"['transaction', 'approved', 'due', 'insufficient', 'fund']",transaction approved due insufficient fund
I WOULD LIKE TO INQUIRE ABOUT THE STATEMENT ON MY SAVINGS ACCOUNT.,positive,banking,2025-08-23 18:39:06.988089,I WOULD LIKE TO INQUIRE ABOUT THE STATEMENT ON MY SAVINGS ACCOUNT.,"['would', 'like', 'inquire', 'statement', 'saving', 'account']",would like inquire statement saving account
